Kepler ID	KOI	T_dur (h)	Depth	SNR	t0 (days)	e_t0	Peiod (days)	e_period	d/R_star	e_(d/R_star)	R_p/R_Star	e_(R_p/R_Star)	b	e_b	Radius_plan	a (AU)	Teq (K)	chi	Teff	log(g)	s_Rad	Kepmag	f_Teff
4633570	446.01	2.731	807	33.1	107.7535	2.20E-03	16.7092457	1.10E-04	38.190334	7.72829	0.02707	6.10E-03	0.6226	0.926	1.76	0.109	463	1.1	4492	4.68	0.59	14.427	1
4633570	446.02	4.0953	920	34.5	118.47728	3.00E-03	28.5514202	2.50E-04	54.584255	11.0458	0.02651	6.20E-03	0.0591	0.734	1.72	0.156	387	1.13	4492	4.68	0.59	14.427	1
5640085	448.01	2.7202	1174	56.8	111.4489	1.30E-03	10.1396132	4.00E-05	20.513521	8.587	0.03388	2.30E-03	0.7422	0.507	1.77	0.073	481	1.09	4264	4.78	0.48	14.902	1
5640085	448.02	4.9432	1955	66.3	127.47967	1.60E-03	43.6089096	2.40E-04	54.251213	22.709669	0.04437	3.10E-03	0.6655	0.563	2.31	0.193	296	2.02	4264	4.78	0.48	14.902	1
6291033	452.01	5.158	523	76.6	102.94363	1.50E-03	3.7059698	1.80E-05	4.598757	0.17165	0.02165	1.80E-04	0.6012	0.121	2.4	0.046	1231	1.16	5935	4.41	1.02	14.641	1
7098355	454.01	5.8273	896	36.7	103.55463	3.60E-03	29.0077953	3.10E-04	16.730915	0.86602	0.03454	7.40E-04	0.9367	0.089	3	0.174	485	1.43	5138	4.55	0.8	14.805	1
7269974	456.01	4.5484	1250	84.9	104.48731	1.30E-03	13.6991386	5.00E-05	14.701512	1.95393	0.03609	4.40E-04	0.8165	0.173	3.27	0.106	697	1.45	5644	4.52	0.83	14.619	1
7269974	456.02	3.1265	277	29.3	67.03221	3.10E-03	4.3094049	3.90E-05	6.800038	0.90377	0.01656	4.20E-04	0.7894	0.199	1.5	0.049	1026	1.31	5644	4.52	0.83	14.619	1
7440748	457.01	1.896	738	63.9	107.29874	8.80E-04	4.9213572	1.40E-05	19.642828	7.6636	0.02443	2.80E-03	0.263	0.858	1.84	0.052	793	1.04	4931	4.65	0.69	14.196	1
7440748	457.02	1.3895	680	44.2	68.37761	1.20E-03	7.064271	2.30E-05	24.995337	9.75187	0.02693	3.00E-03	0.8006	0.539	2.03	0.066	704	1.29	4931	4.65	0.69	14.196	1
7504328	458.01	4.0204	3205	79.7	141.0788	1.40E-03	53.7179832	2.30E-04	52.579609	8.24158	0.06495	2.10E-03	0.9321	0.139	8.03	0.269	507	0.99	5593	4.28	1.13	14.708	1
7977197	459.01	3.6532	958	59.4	103.10273	1.60E-03	19.4463139	8.50E-05	27.503139	10.00841	0.03119	1.80E-03	0.7787	0.441	3.09	0.134	643	1.15	5601	4.45	0.91	14.248	1
7977197	459.02	3.3392	183	19	67.12226	5.00E-03	6.9197235	9.50E-05	13.810729	5.02573	0.01254	8.10E-04	0.516	0.598	1.24	0.067	910	1.21	5601	4.45	0.91	14.248	1
8043638	460.01	4.3241	1422	87.9	109.07489	1.20E-03	17.5875683	6.30E-05	31.007673	9.80809	0.03403	1.90E-03	0.2716	0.629	3.99	0.129	686	1.59	5387	4.34	1.08	14.743	1
8845205	463.01	1.8418	2628	44.1	118.26787	9.80E-04	18.4776592	5.10E-05	79.601387	38.053581	0.04571	1.80E-02	0.1217	0.846	2.51	0.109	339	1.48	3576	4.74	0.5	14.708	1
8890783	464.01	6.3329	5440	263.5	129.55428	4.60E-04	58.3620911	8.70E-05	73.61171	20.665119	0.06623	1.80E-03	0.209	0.427	6.73	0.287	426	1.61	5362	4.47	0.93	14.361	1
8890783	464.02	2.309	753	75.2	128.75873	8.70E-04	5.350193	1.50E-05	14.966008	4.20143	0.02588	7.30E-04	0.5826	0.357	2.63	0.058	948	1.09	5362	4.47	0.93	14.361	1
9008220	466.01	2.839	2682	154.4	103.53893	4.90E-04	9.3910379	1.30E-05	11.533392	1.59501	0.07501	9.80E-03	0.9741	0.188	7.6	0.088	847	1.35	5907	4.51	0.93	14.663	1
9583881	467.01	4.9624	2998	187.9	115.4407	6.80E-04	18.0092964	3.50E-05	24.283752	5.49237	0.05178	9.90E-04	0.583	0.317	5	0.133	635	2.52	5583	4.53	0.89	14.794	1
9589524	468.01	3.2145	1588	67	107.59679	1.30E-03	22.1843128	8.20E-05	36.902439	16.45122	0.04017	5.20E-03	0.7696	0.614	3.43	0.142	518	1.14	4999	4.54	0.78	14.767	1
9703198	469.01	1.3553	2437	82.2	107.60702	5.00E-04	10.3290796	1.60E-05	31.975019	9.11707	0.05283	2.70E-03	0.8984	0.283	5.83	0.096	860	1.48	6005	4.47	1.01	14.711	1
9844088	470.01	1.9921	2425	182.2	104.15118	3.10E-04	3.7508299	4.10E-06	13.201785	4.33487	0.04597	2.60E-03	0.5042	0.577	4.58	0.047	1078	1.12	5542	4.52	0.91	14.749	1
10019643	471.01	3.899	600	28.5	104.73499	2.70E-03	21.3473492	1.70E-04	27.767702	9.70549	0.02474	2.10E-03	0.7809	0.526	2.29	0.149	585	1.3	5548	4.56	0.85	14.415	1
10019643	471.02	3.3728	139	10.4	65.3035	7.40E-03	7.8110108	1.60E-04	14.205248	4.96508	0.01122	1.10E-03	0.6163	0.661	1.04	0.076	818	1.06	5548	4.56	0.85	14.415	1
10123064	472.01	3.375	1430	119.8	106.56288	7.50E-04	4.2437425	1.00E-05	9.949828	0.20742	0.03422	1.90E-04	0.0243	0.02	3.03	0.05	1009	1.15	5682	4.58	0.81	15	1
10155434	473.01	3.2023	838	42.8	113.62143	2.00E-03	12.7067842	8.00E-05	11.536275	1.93618	0.03652	1.70E-03	0.9647	0.114	3.25	0.104	664	1.57	5379	4.58	0.81	14.673	1
10460984	474.01	3.1356	529	43.2	109.71977	1.90E-03	10.9457235	6.20E-05	16.511667	5.12326	0.02318	9.90E-04	0.8152	0.375	2.61	0.1	870	1.21	6143	4.46	1.03	14.282	1
10460984	474.02	3.6661	479	27	67.78316	3.70E-03	28.9866123	2.70E-04	31.605276	9.80653	0.02283	1.10E-03	0.879	0.311	2.57	0.191	630	1.18	6143	4.46	1.03	14.282	1
10460984	474.03	5.3383	730	25.1	147.85016	5.00E-03	94.8829117	1.30E-03	69.676552	21.61935	0.02875	1.40E-03	0.8917	0.296	3.24	0.422	424	1.32	6143	4.46	1.03	14.282	1
10577994	475.01	2.7417	763	37	109.699	2.00E-03	8.1808968	4.90E-05	19.239185	7.3322	0.02616	3.80E-03	0.5846	0.826	2.04	0.071	707	1.17	5056	4.59	0.71	14.802	1
10577994	475.02	3.0847	891	34.4	104.79081	2.40E-03	15.3130732	1.00E-04	29.220949	11.13633	0.029	4.20E-03	0.6823	0.747	2.26	0.108	573	1.02	5056	4.59	0.71	14.802	1
10599206	476.01	2.9478	687	26.5	111.43926	3.00E-03	18.4278698	1.60E-04	34.028625	15.68873	0.02597	1.00E-02	0.7384	0.569	2.14	0.124	543	1.45	4993	4.56	0.76	14.958	1
10934674	477.01	3.8725	818	35	102.64857	2.60E-03	16.5430145	1.30E-04	27.43211	12.49795	0.02694	4.90E-03	0.5904	0.897	2.48	0.121	587	2.1	5039	4.52	0.84	14.687	1
10990886	478.01	1.6588	1832	57.5	104.11489	7.40E-04	11.0234232	2.60E-05	26.675344	8.48151	0.04822	3.30E-03	0.9072	0.287	2.75	0.079	423	1.21	3727	4.74	0.52	14.273	1
11015323	479.01	5.6854	1109	66.5	126.38826	1.90E-03	34.1889572	1.90E-04	28.014414	5.10341	0.03458	5.90E-04	0.836	0.191	3.41	0.203	521	1.05	5602	4.5	0.9	14.106	1
11134879	480.01	2.102	762	75.7	105.30914	7.70E-04	4.301671	1.10E-05	11.823348	5.2027	0.027	2.20E-03	0.6968	0.556	2.51	0.049	980	1.17	5324	4.51	0.85	14.332	1
11192998	481.01	2.8496	972	56.6	104.9709	1.10E-03	7.6502619	2.50E-05	14.163409	5.88051	0.03129	1.30E-03	0.7671	0.344	2.37	0.07	726	1.05	5227	4.65	0.69	14.701	1
11192998	481.02	1.7861	411	43.3	102.83027	8.70E-04	1.5540009	6.00E-06	4.894231	2.03204	0.0204	8.80E-04	0.7174	0.379	1.54	0.024	1240	1.67	5227	4.65	0.69	14.701	1
11192998	481.03	4.9648	1066	39.5	116.22414	2.50E-03	34.2606201	2.50E-04	38.481064	15.97696	0.03221	1.30E-03	0.73	0.364	2.44	0.191	440	1.11	5227	4.65	0.69	14.701	1
11497977	483.01	3.0656	837	63.1	106.25581	1.20E-03	4.798625	1.90E-05	9.917067	2.87508	0.02743	1.40E-03	0.6099	0.495	2.43	0.054	925	1.21	5410	4.58	0.81	14.675	1
12061222	484.01	3.7321	1061	53.8	108.05862	1.70E-03	17.2052231	8.50E-05	29.433615	14.12541	0.03079	4.20E-03	0.6038	0.79	2.16	0.117	524	1.46	5065	4.68	0.64	14.472	1
12404305	486.01	5.1527	725	48.8	102.49181	2.60E-03	22.1833858	1.60E-04	31.327808	10.99759	0.02472	1.30E-03	0.3784	0.632	1.83	0.143	541	3.16	5625	4.67	0.68	14.118	1
12834874	487.01	3.1941	702	34.2	106.03948	2.10E-03	7.6587739	4.70E-05	10.524113	2.67722	0.02777	1.20E-03	0.8536	0.308	2.58	0.071	834	1	5463	4.5	0.85	14.528	1
2557816	488.01	3.2783	539	28.9	109.44931	3.00E-03	9.3790121	8.50E-05	14.643495	5.9491	0.02318	2.20E-03	0.7743	0.575	1.88	0.079	742	1.31	5488	4.56	0.74	14.72	1
3239945	490.01	2.4954	463	21	105.86821	1.60E-03	4.393147	2.20E-05	9.883985	0.07352	0.02121	4.10E-04	0.7117	0.095	1.72	0.048	830	1.25	4781	4.58	0.74	14.023	1
3239945	490.03	2.8874	415	35.9	67.07385	2.70E-03	7.406105	5.30E-05	14.000435	0.10414	0.02015	5.10E-04	0.7294	0.101	1.63	0.068	698	1	4781	4.58	0.74	14.023	1
3239945	490.04	3.3518	272	14.6	72.05773	7.50E-03	21.8042831	4.30E-04	28.759157	0.21392	0.01728	1.00E-03	0.8368	0.123	1.4	0.14	486	1.35	4781	4.58	0.74	14.023	1
3559935	492.01	6.4073	889	42.2	127.70506	2.70E-03	29.9114952	2.80E-04	27.554653	6.7443	0.02887	7.20E-04	0.6798	0.29	3.77	0.186	601	1.38	5373	4.26	1.2	14.424	1
3966801	494.01	3.9191	1153	31.8	121.78669	2.60E-03	25.6959686	2.20E-04	43.610703	19.05986	0.0316	9.70E-03	0.5535	0.602	2.01	0.148	425	1.06	4854	4.72	0.58	14.885	1
4454752	496.01	1.5638	454	59.6	102.80225	7.60E-04	1.6168863	5.50E-06	8.052635	2.32031	0.01903	9.80E-04	0.0685	0.614	2.09	0.026	1437	1.44	5237	4.38	1.01	14.411	1
4757437	497.01	5.2667	572	39.9	108.60853	2.80E-03	13.1932573	1.10E-04	11.221989	0.89212	0.02453	4.00E-04	0.8415	0.123	2.74	0.113	803	1.36	6045	4.46	1.02	14.606	1
4757437	497.02	3.6687	181	18.5	67.56074	5.20E-03	4.4254117	6.90E-05	5.417567	0.43068	0.01366	5.00E-04	0.8315	0.172	1.53	0.055	1151	1.25	6045	4.46	1.02	14.606	1
4847534	499.01	2.5107	396	24.5	107.53485	2.50E-03	9.6684637	7.50E-05	27.154129	13.18012	0.01825	4.90E-03	0.4305	0.634	1.75	0.087	751	1.09	5362	4.52	0.88	14.272	1
4852528	500.01	2.5236	1446	59.9	109.47834	1.10E-03	7.0533843	2.40E-05	16.006575	1.24971	0.03745	1.10E-03	0.7182	0.198	2.64	0.065	642	1.11	4613	4.67	0.65	14.804	3
4852528	500.02	2.4984	1490	55	110.47699	1.20E-03	9.5218229	3.50E-05	19.5515	1.52648	0.03953	1.30E-03	0.7941	0.174	2.79	0.079	583	1.07	4613	4.67	0.65	14.804	3
4852528	500.03	1.9566	458	27	67.02292	2.20E-03	3.0721822	2.20E-05	9.197391	0.71808	0.02172	7.90E-04	0.6786	0.222	1.53	0.037	851	1.04	4613	4.67	0.65	14.804	3
4852528	500.04	2.1095	587	30.7	67.59375	2.20E-03	4.6453195	3.00E-05	12.116498	0.94599	0.0231	8.70E-04	0.7283	0.205	1.63	0.049	740	1.04	4613	4.67	0.65	14.804	3
4852528	500.05	1.3609	317	28.8	66.16779	1.20E-03	0.9867923	7.80E-06	4.313706	0.33679	0.01952	6.70E-04	0.6739	0.237	1.38	0.017	1256	0.9	4613	4.67	0.65	14.804	3
4951877	501.01	8.5955	575	33	103.33251	5.20E-03	24.7951279	3.70E-04	16.701584	1.40976	0.02312	4.40E-04	0.6883	0.156	2.22	0.161	574	1.26	5556	4.51	0.88	14.612	1
5340644	503.01	2.6696	1422	50.3	105.95345	1.20E-03	8.2224798	3.00E-05	21.618608	9.81467	0.03508	4.90E-03	0.4777	0.974	1.95	0.065	507	1.55	4110	4.75	0.51	15	1
5461440	504.01	5.8894	663	22	132.25639	4.10E-03	40.60709	5.40E-04	41.462513	18.74065	0.02493	1.90E-03	0.6566	0.583	2.14	0.222	449	1.34	5403	4.59	0.79	14.56	1
5689351	505.01	3.0769	672	44.7	107.81028	1.70E-03	13.7671375	6.80E-05	17.468597	5.18174	0.02895	1.60E-03	0.8935	0.29	2.87	0.107	641	1.12	4985	4.46	0.91	14.194	1
5689351	505.02	2.9981	255	25.3	67.70444	3.30E-03	6.1956563	5.70E-05	10.258578	3.04302	0.01632	1.00E-03	0.7834	0.397	1.62	0.063	835	2.91	4985	4.46	0.91	14.194	1
5780715	506.01	1.2086	744	70.8	102.96541	4.60E-04	1.5831556	3.90E-06	5.417468	2.14732	0.02942	2.70E-03	0.8805	0.43	3.12	0.027	1530	1.62	5777	4.49	0.97	14.731	1
5812960	507.01	3.5054	1638	66.3	106.49808	1.40E-03	18.4923363	7.40E-05	41.737282	1.62309	0.03596	3.50E-04	0.0294	0.032	3.25	0.127	577	1.27	5117	4.5	0.83	14.915	1
6266741	508.01	3.7678	858	74	102.51728	1.30E-03	7.930563	3.00E-05	9.505627	1.1182	0.03048	4.20E-04	0.846	0.153	3.44	0.08	901	2.12	5679	4.45	1.04	14.387	2
6266741	508.02	4.4383	750	49.5	113.20259	2.20E-03	16.665844	1.10E-04	15.595391	1.83457	0.02931	5.10E-04	0.8746	0.142	3.31	0.131	704	1.39	5679	4.45	1.04	14.387	2
6381846	509.01	2.7612	760	45.3	102.71433	1.40E-03	4.1669655	1.90E-05	11.783577	3.38367	0.02538	8.30E-04	0.0969	0.46	2.24	0.049	974	1.11	5437	4.57	0.81	14.883	1
6381846	509.02	2.7011	949	32.2	70.38164	2.00E-03	11.4635658	6.10E-05	23.135401	6.64336	0.03037	1.10E-03	0.7437	0.311	2.68	0.096	696	1.28	5437	4.57	0.81	14.883	1
6422155	510.01	2.7789	495	44.3	102.90168	1.50E-03	2.9403272	1.50E-05	5.260347	1.23474	0.02266	5.90E-04	0.7963	0.246	2.42	0.038	1200	1.31	5355	4.39	0.98	14.532	1
6422155	510.02	3.3763	561	38.1	108.47381	2.20E-03	6.3890166	4.10E-05	8.824837	2.07141	0.02451	6.60E-04	0.8251	0.229	2.62	0.064	925	1.11	5355	4.39	0.98	14.532	1
6422155	510.03	3.7751	425	20.2	69.23808	4.80E-03	14.6271114	1.80E-04	15.329325	3.59818	0.02226	8.70E-04	0.8819	0.199	2.38	0.112	699	1.24	5355	4.39	0.98	14.532	1
6451936	511.01	3.1331	623	59.2	103.50272	1.40E-03	8.0057983	3.30E-05	16.223358	5.83533	0.02376	1.10E-03	0.5991	0.556	2.25	0.072	888	1.29	5802	4.45	0.87	14.209	1
6451936	511.02	2.2213	187	21.4	66.71786	3.30E-03	4.2637558	4.20E-05	10.659395	3.83405	0.01338	7.30E-04	0.7083	0.493	1.26	0.047	1099	1.11	5802	4.45	0.87	14.209	1
6838050	512.01	3.4401	592	35.5	105.915	2.60E-03	6.510036	5.10E-05	10.684474	3.98381	0.02389	1.60E-03	0.7109	0.5	2.84	0.067	961	1.17	5406	4.35	1.09	14.825	1
6937692	513.01	7.6647	1006	51.3	103.09693	3.00E-03	35.1811218	3.30E-04	22.885193	1.62404	0.03176	3.90E-04	0.7995	0.123	3.84	0.222	620	1.38	6288	4.42	1.11	14.856	1
8015907	517.01	2.1374	788	126.6	104.25887	5.00E-04	2.7523623	4.70E-06	6.605838	2.65994	0.02844	9.70E-04	0.784	0.326	3.54	0.038	1332	1.2	5510	4.3	1.14	14.034	1
8017703	518.01	3.0075	1029	68.3	114.97364	1.40E-03	13.9817886	5.40E-05	26.373545	9.50456	0.0317	3.70E-03	0.7166	0.604	2.11	0.096	508	1.1	4565	4.65	0.61	14.287	2
8017703	518.02	5.3107	636	33	143.75946	4.40E-03	44.0003967	5.70E-04	56.636677	20.41087	0.02318	2.80E-03	0.4963	0.747	1.54	0.206	347	1.19	4565	4.65	0.61	14.287	2
8022244	519.01	4.2566	636	34.7	111.33989	2.90E-03	11.9036169	1.00E-04	18.463032	8.58276	0.0239	9.50E-04	0.5502	0.466	2.43	0.103	771	1.11	5807	4.51	0.93	14.939	1
8022244	519.02	6.7485	752	31.8	67.42311	5.20E-03	34.0354347	4.50E-04	37.193859	17.290001	0.02482	9.80E-04	0.3445	0.518	2.53	0.208	543	1.18	5807	4.51	0.93	14.939	1
8037145	520.01	3.555	812	42.7	103.30269	1.90E-03	12.7600822	6.90E-05	21.514196	7.99414	0.02759	2.00E-03	0.6642	0.532	2.57	0.1	650	1.68	5048	4.49	0.85	14.55	1
8037145	520.02	2.43	279	18.4	71.37362	3.60E-03	5.4330435	5.50E-05	12.176382	4.52444	0.01641	1.30E-03	0.7261	0.489	1.53	0.057	861	1.29	5048	4.49	0.85	14.55	1
8037145	520.03	2.855	766	26	69.46097	2.80E-03	25.751009	2.00E-04	34.357296	12.76632	0.03147	2.30E-03	0.903	0.311	2.93	0.159	516	1.23	5048	4.49	0.85	14.55	1
8162789	521.01	3.0487	1129	33	105.00214	1.20E-03	10.1609554	3.60E-05	24.38287	10.33801	0.03099	3.00E-03	0.3828	0.855	3.63	0.091	874	1.47	5767	4.37	1.07	14.633	1
8265218	522.01	3.0188	1174	59.1	102.94396	1.40E-03	12.8299408	5.00E-05	20.683672	10.26139	0.03512	2.70E-03	0.8163	0.476	2.94	0.102	685	1.91	5663	4.61	0.77	14.406	1
8806123	523.01	5.2462	3135	94.4	131.23157	1.20E-03	49.4124336	1.80E-04	41.319363	4.86092	0.06091	8.10E-04	0.8922	0.133	6.97	0.268	519	1	5942	4.42	1.05	15	1
8806123	523.02	7.531	717	29.6	71.92389	5.00E-03	36.8547821	4.90E-04	33.982765	3.99783	0.02499	5.00E-04	0.474	0.253	2.86	0.22	572	1.07	5942	4.42	1.05	15	1
8934495	524.01	2.3795	967	72.8	105.00431	9.70E-04	4.5923915	1.40E-05	14.980161	5.63349	0.02784	1.90E-03	0.1609	0.704	2.32	0.052	877	1.69	5187	4.61	0.76	14.868	1
9119458	525.01	2.2417	1188	49.5	106.68335	1.40E-03	11.5318365	4.90E-05	17.037882	6.58418	0.04059	2.00E-03	0.9463	0.178	5.14	0.097	843	1.08	5524	4.27	1.16	14.539	1
9157634	526.01	1.8507	923	103.1	104.04422	4.30E-04	2.1047142	3.50E-06	5.717955	2.73389	0.03109	1.30E-03	0.8002	0.344	3.11	0.032	1290	1.42	5467	4.52	0.92	14.427	1
9941859	528.01	3.3828	714	55.2	109.68114	1.50E-03	9.5767145	4.40E-05	19.542429	7.14686	0.02493	1.50E-03	0.4848	0.613	2.62	0.084	815	1.15	5448	4.4	0.96	14.598	1
9941859	528.02	5.9842	1007	32.3	73.19257	4.20E-03	96.6719894	1.40E-03	91.278381	33.38142	0.03111	1.90E-03	0.7185	0.491	3.27	0.391	378	1.2	5448	4.4	0.96	14.598	1
9941859	528.03	2.4541	740	33	78.02801	2.50E-03	20.5527992	1.40E-04	32.514832	11.891	0.02961	1.80E-03	0.8956	0.317	3.12	0.139	633	1.28	5448	4.4	0.96	14.598	1
10266615	530.01	2.3424	584	27.8	103.30634	2.50E-03	10.9402657	7.90E-05	28.05908	13.41122	0.02322	5.50E-03	0.655	0.526	2.07	0.094	717	1.16	5517	4.58	0.82	14.909	1
10395543	531.01	1.0517	3940	333.2	103.87962	1.70E-04	3.6874688	2.20E-06	28.184677	1.32448	0.05203	2.20E-03	0.0019	0.962	2.83	0.038	631	7.96	3946	4.76	0.5	14.418	1
10454313	532.01	3.0296	651	56.4	106.69785	1.30E-03	4.2216439	1.80E-05	7.759127	2.94948	0.02502	7.60E-04	0.725	0.349	2.58	0.052	1104	1.48	5874	4.5	0.94	14.708	1
10513530	533.01	4.2835	748	27.8	104.6993	3.10E-03	16.5494328	1.50E-04	20.454203	8.43489	0.02756	2.10E-03	0.7593	0.486	2.62	0.119	621	1.07	5198	4.47	0.87	14.68	1
10554999	534.01	2.0278	747	35.6	107.02402	1.50E-03	6.400104	3.20E-05	11.658808	3.95583	0.03077	2.80E-03	0.9112	0.349	2.43	0.063	769	1.18	5145	4.63	0.72	14.613	1
10554999	534.02	2.0237	435	33.1	104.09565	1.70E-03	2.7358899	1.80E-05	6.615996	2.2448	0.02115	1.90E-03	0.7998	0.503	1.67	0.036	1017	1.12	5145	4.63	0.72	14.613	1
10873260	535.01	4.5641	1136	108.4	104.1805	8.90E-04	5.8529811	1.80E-05	10.109925	1.332	0.03039	3.40E-04	0.0215	0.434	3.3	0.064	1007	1.26	5782	4.44	1	14.434	1
10965008	536.01	7.5826	1191	36.3	111.59086	4.20E-03	162.3394012	2.20E-03	167.50145	82.590019	0.031	6.50E-03	0.119	0.641	3	0.58	306	1.04	5614	4.54	0.89	14.499	1
11073351	537.01	2.4721	475	48.7	103.78574	1.40E-03	2.82021	1.50E-05	8.130416	2.55965	0.02016	9.20E-04	0.4202	0.589	2.02	0.039	1260	1.11	5889	4.52	0.92	14.665	1
11090765	538.01	5.663	646	39.6	104.64836	3.00E-03	21.2171097	1.90E-04	16.858906	1.89889	0.02609	4.10E-04	0.8408	0.143	2.84	0.15	674	1.21	5923	4.44	1	14.56	1
11656721	541.01	3.8792	648	31	113.3473	3.00E-03	13.646246	1.20E-04	12.903112	3.24012	0.02813	8.50E-04	0.9098	0.176	2.44	0.108	643	1.25	5369	4.59	0.8	14.748	1
11669239	542.01	6.1576	668	34.5	111.6897	3.60E-03	41.8857384	4.80E-04	53.160229	2.97652	0.02321	4.00E-04	0.0243	0.028	2.44	0.223	506	0.98	5509	4.39	0.97	14.35	1
11669239	542.02	3.6904	214	15	68.02863	6.90E-03	13.817524	2.50E-04	25.380266	1.42108	0.01348	6.10E-04	0.4903	0.289	1.42	0.106	734	1.1	5509	4.39	0.97	14.35	1
11823054	543.01	2.0146	771	46.3	106.43664	1.30E-03	4.3021626	1.70E-05	11.167105	4.19489	0.02799	2.80E-03	0.7688	0.562	2.23	0.049	880	1.22	5166	4.63	0.73	14.707	1
11823054	543.02	1.9898	320	22.7	66.55474	2.70E-03	3.1378515	2.70E-05	9.048383	3.399	0.0174	1.80E-03	0.6896	0.635	1.39	0.039	987	1.32	5166	4.63	0.73	14.707	1
12058931	546.01	6.4144	898	38.1	103.18787	3.30E-03	20.6843758	1.90E-04	24.141535	8.21792	0.02719	6.60E-04	0.3089	0.435	3.12	0.154	690	1	5989	4.45	1.05	14.896	1
12058931	546.02	4.7769	385	20.7	64.41913	5.30E-03	9.825984	1.40E-04	14.697855	5.00324	0.02007	6.20E-04	0.4093	0.416	2.3	0.094	884	1.2	5989	4.45	1.05	14.896	1
12116489	547.01	4.872	2132	75.9	121.06037	1.30E-03	25.3028679	9.80E-05	25.523487	6.03994	0.04844	1.20E-03	0.8282	0.228	4.19	0.163	495	1.21	5086	4.59	0.79	14.773	1
12600735	548.01	4.3697	685	40.5	122.70767	2.60E-03	21.3000298	1.60E-04	20.881338	7.85828	0.0271	7.80E-04	0.8609	0.256	3.11	0.155	708	1.18	6154	4.43	1.05	14.02	1
4165473	550.01	4.3869	589	46.7	111.52434	2.10E-03	13.0236359	8.00E-05	11.875545	1.29634	0.02583	4.00E-04	0.8831	0.128	2.34	0.106	695	1.24	5635	4.57	0.83	14.07	1
4270253	551.01	3.3387	600	28.4	111.84412	2.70E-03	11.6370258	9.80E-05	21.245249	8.08891	0.02341	2.10E-03	0.6416	0.674	2.23	0.1	734	1.32	5627	4.55	0.87	14.943	1
4270253	551.02	2.285	440	24.6	66.95367	2.70E-03	5.6880178	4.50E-05	13.182804	5.01922	0.02078	1.90E-03	0.7506	0.583	1.98	0.062	932	1.18	5627	4.55	0.87	14.943	1
5122112	552.01	1.6028	8227	300	104.0984	2.00E-04	3.0551701	2.10E-06	9.757341	1.1962	0.09404	1.50E-03	0.8673	0.156	9.75	0.04	1294	2.1	6018	4.44	0.95	14.741	1
5443837	554.01	2.6341	4166	191.2	103.54385	3.70E-04	3.6584892	4.20E-06	6.064062	0.35653	0.07355	7.50E-04	0.9134	0.092	7.34	0.047	1136	1.22	5835	4.52	0.92	14.545	1
5709725	555.01	2.4796	256	22.9	105.44943	3.10E-03	3.7017298	3.80E-05	11.206281	0.71518	0.01426	4.50E-04	0.2573	0.282	1.4	0.044	1048	1.34	5245	4.46	0.9	14.759	3
5709725	555.02	7.4094	937	30	114.89659	6.60E-03	86.4926224	1.40E-03	91.589233	5.84519	0.02721	5.40E-04	0.0202	0.028	2.68	0.363	365	0.89	5245	4.46	0.9	14.759	3
5774349	557.01	4.017	948	46.9	103.78384	2.10E-03	15.6555796	9.30E-05	20.07111	8.06742	0.03112	2.40E-03	0.7808	0.463	2.64	0.112	582	1.16	5002	4.54	0.78	14.97	1
5978361	558.01	2.1613	741	35.8	106.09062	1.70E-03	9.1784754	4.70E-05	28.787285	13.27017	0.02541	6.30E-03	0.5144	0.588	2.11	0.08	718	1.77	5281	4.59	0.76	14.874	1
6422367	559.01	2.9318	224	13.2	106.70135	5.10E-03	4.3313456	6.80E-05	5.045029	1.15839	0.01681	8.50E-04	0.9172	0.173	1.25	0.046	881	1.86	5187	4.61	0.68	14.791	1
6501635	560.01	4.6487	924	41.1	112.2738	2.40E-03	23.6752262	1.70E-04	22.334129	8.57095	0.03215	1.20E-03	0.8581	0.263	2.6	0.152	501	1.26	5142	4.62	0.74	14.721	1
6665695	561.01	2.7073	516	38.7	102.61184	1.70E-03	5.3789005	2.80E-05	11.659879	3.97689	0.0221	2.10E-03	0.6763	0.615	1.68	0.054	802	1.33	5059	4.6	0.7	14.005	1
6707833	563.01	6.0978	309	24.7	108.62176	5.00E-03	15.2846231	2.20E-04	12.175411	1.34458	0.01762	4.00E-04	0.7958	0.154	1.8	0.121	721	1.08	5879	4.5	0.94	14.519	1
6786037	564.01	7.8382	784	40.8	104.90812	3.30E-03	21.0546265	2.00E-04	13.24385	0.09886	0.02827	3.50E-04	0.8017	0.096	2.62	0.147	603	1.38	5686	4.56	0.85	14.854	1
6786037	564.02	15.6897	4232	154.1	179.4649	2.20E-03	127.901123	9.10E-04	44.092575	0.32915	0.0656	3.00E-04	0.7965	0.064	6.09	0.489	331	4.62	5686	4.56	0.85	14.854	1
7119481	566.01	3.9407	598	20.6	125.57174	4.60E-03	25.8551483	3.20E-04	47.367897	23.12665	0.0225	3.30E-03	0.3906	0.528	2.23	0.171	596	0.83	5865	4.52	0.91	14.718	1
7445445	567.01	3.5971	723	49.9	102.93243	1.60E-03	10.6875496	4.90E-05	11.64086	1.69723	0.02936	5.10E-04	0.8935	0.147	2.64	0.09	739	1.66	5536	4.53	0.82	14.338	1
7445445	567.02	4.6634	516	30.9	109.80224	3.10E-03	20.302906	1.90E-04	17.85549	2.60331	0.02411	5.20E-04	0.8726	0.157	2.17	0.138	597	1.1	5536	4.53	0.82	14.338	1
