Kepler ID	KOI	T_dur (h)	Depth	SNR	t0 (days)	e_t0	Peiod (days)	e_period	d/R_star	e_(d/R_star)	R_p/R_Star	e_(R_p/R_Star)	b	e_b	Radius_plan	a (AU)	Teq (K)	chi	Teff	log(g)	s_Rad	Kepmag	f_Teff
6962977	1364.05	2.0492	247	10.7	104.55856	5.80E-03	2.5808499	5.00E-05	4.468111	1.24445	0.01773	1.40E-03	0.9109	0.222	1.75	0.035	1191	1.58	5311	4.47	0.91	15.956	1
6932987	1366.01	4.596	1003	36.3	97.78032	2.90E-03	19.2541637	1.60E-04	32.663841	15.08429	0.02843	2.30E-03	0.1279	0.784	2.8	0.141	621	1.1	5559	4.53	0.9	15.368	1
6932987	1366.02	3.8909	1131	20.5	105.35096	4.80E-03	54.1578407	6.90E-04	65.086617	30.057249	0.0349	2.90E-03	0.8345	0.441	3.44	0.281	440	0.92	5559	4.53	0.9	15.368	1
6934291	1367.01	1.0213	337	42.7	67.06077	5.10E-04	0.5678562	4.00E-06	3.085234	1.21622	0.01854	1.30E-03	0.7412	0.485	1.4	0.012	1653	1.3	4927	4.63	0.69	15.055	1
7287415	1369.01	2.6938	235	24.9	66.88584	3.20E-03	3.0161483	3.00E-05	8.688007	0.95272	0.01382	3.70E-04	0.0297	0.052	1.5	0.041	1257	1.14	5778	4.44	1	14.878	1
6924203	1370.01	2.0805	426	17	68.25263	4.30E-03	6.8835931	8.30E-05	17.474874	8.6332	0.02032	4.70E-03	0.7511	0.936	1.68	0.067	815	2.1	5489	4.61	0.76	14.931	1
6880531	1372.01	11.0708	418	12.5	109.30986	2.00E-02	69.6275406	4.30E-03	28.786379	5.21111	0.02153	1.10E-03	0.8276	0.183	2.1	0.33	418	2.82	5760	4.53	0.89	15.384	1
6766634	1375.01	4.0652	2608	70.8	139.92876	1.40E-03	321.2138672	2.00E-03	385.819122	147.455505	0.05318	5.50E-03	0.8371	0.406	6.65	0.963	297	1.65	6169	4.38	1.15	13.709	1
6774826	1376.01	2.8558	319	32.7	117.24788	2.70E-03	7.1389055	5.90E-05	19.394661	5.56425	0.01516	1.50E-03	0.009	0.737	2.41	0.083	1332	2.01	7211	4.29	1.46	13.997	1
7211469	1377.01	4.82	219	13.7	67.56257	7.40E-03	11.2971411	2.20E-04	9.917357	1.86782	0.01517	5.70E-04	0.8523	0.18	1.6	0.095	850	1.27	6027	4.42	0.97	14.788	1
7375795	1378.01	5.8541	225	30.6	66.35565	5.00E-03	19.3012486	2.60E-04	24.947834	7.6903	0.01295	7.10E-04	0.2135	0.453	1.24	0.133	592	1.33	5234	4.48	0.88	13.601	1
7211221	1379.01	2.47	172	19.3	69.88934	3.10E-03	5.6215458	5.00E-05	17.360336	8.41563	0.01185	4.60E-04	0.1675	0.542	1.06	0.06	918	1.01	5635	4.58	0.82	13.687	1
9446824	1382.01	3.759	46897	1504.4	112.53331	9.00E-05	4.2023358	1.00E-06	10.221056	1.2451	0.19328	1.20E-04	0.0003	0.495	22.64	0.051	1199	6.09	5921	4.39	1.07	15.653	1
9278553	1385.01	4.9434	49758	1323.4	72.08426	1.20E-04	18.6100922	6.20E-06	25.520699	6.91777	0.60131	2.70E-01	1.3339	0.684	55.21	0.134	647	1.94	5848	4.55	0.84	15.84	1
8949247	1387.01	4.972	58728	3114.1	85.56474	6.00E-05	23.7999325	3.80E-06	33.751591	0.20266	0.44398	3.90E-02	1.111	0.336	45.27	0.158	611	8.88	5696	4.47	0.94	14.669	1
8958035	1391.01	1.5774	6663	478.4	66.80161	1.50E-04	7.9811835	3.30E-06	29.633741	5.72105	0.07836	1.20E-03	0.7587	0.239	8.15	0.079	922	8.33	6012	4.49	0.95	14.36	1
9202151	1393.01	1.6713	1342	67.6	288.35764	8.50E-04	1.6947354	7.30E-06	6.301593	3.06003	0.03527	3.90E-03	0.6486	0.625	2.13	0.023	859	1.2	3972	4.72	0.55	15.804	1
8935810	1395.01	1.6668	1097	25	114.29905	2.10E-03	6.2302265	3.80E-05	13.642385	5.5462	0.03821	6.10E-03	0.9224	0.419	3.48	0.065	834	1.31	5279	4.57	0.83	15.977	1
9455556	1396.01	3.2817	800	25.5	116.98881	3.10E-03	6.6263895	6.10E-05	11.540778	5.55185	0.02745	2.10E-03	0.7063	0.57	2.71	0.069	906	1.21	5667	4.53	0.91	15.843	1
9455556	1396.02	2.6229	340	13.2	113.26942	5.00E-03	3.7013109	6.00E-05	7.82746	3.76551	0.01786	1.50E-03	0.7175	0.562	1.77	0.047	1098	1.24	5667	4.53	0.91	15.843	1
9427402	1397.01	1.4936	1250	39.4	289.90744	1.60E-03	6.2470689	4.00E-05	26.30662	12.83993	0.03377	1.20E-02	0.6256	0.872	1.97	0.055	553	1.29	4019	4.73	0.54	15.369	1
9269281	1398.01	2.5802	863	28.9	287.99615	2.90E-03	5.8234448	6.90E-05	7.793348	2.2311	0.03323	1.90E-03	0.9308	0.236	3.04	0.061	906	1.04	5542	4.54	0.84	15.898	1
9100484	1399.01	2.8252	877	20.8	291.2399	4.30E-03	8.7506113	1.50E-04	14.756898	6.86534	0.03095	1.00E-02	0.8218	0.858	2.47	0.078	645	1	4775	4.63	0.73	15.92	1
9030447	1401.01	2.3927	179	73.3	66.80188	6.00E-04	0.5667281	1.20E-06	2.011432	0.017	0.01086	1.30E-04	0.0313	0.042	1.54	0.015	2748	1.41	6693	4.32	1.3	13.44	1
9034103	1402.01	4.1451	462	19	70.18675	6.30E-03	7.1396828	1.20E-04	7.142096	1.25673	0.02238	8.40E-04	0.8692	0.175	2.26	0.073	901	1.28	5738	4.52	0.93	15.906	1
9214942	1403.01	3.1591	957	26.2	74.71895	3.60E-03	18.7544422	1.80E-04	34.082863	16.64591	0.03015	1.20E-02	0.7048	0.581	1.74	0.114	400	1.21	4209	4.74	0.53	15.473	1
8874090	1404.01	3.4292	785	19.6	68.2414	5.00E-03	13.3241081	1.80E-04	18.033159	8.04312	0.02986	6.90E-03	0.8321	0.692	1.9	0.096	479	1.08	4400	4.72	0.58	15.931	1
9264949	1405.01	4.3156	564	18	119.30956	6.20E-03	11.4190388	2.10E-04	19.04665	7.90382	0.02153	2.70E-03	0.3959	0.966	2.53	0.104	853	1.03	6009	4.44	1.08	15.965	1
9271752	1406.01	4.3122	608	46.5	69.92521	2.50E-03	11.3611679	7.70E-05	11.450301	1.54045	0.02544	4.00E-04	0.8544	0.152	2.69	0.1	828	1.31	6027	4.48	0.97	14.63	1
9007866	1407.01	3.3311	108	10.2	67.35535	8.90E-03	1.3866179	4.70E-05	3.181802	0.94034	0.00844	7.80E-04	0.2314	0.607	0.76	0.024	1416	1.35	5487	4.57	0.82	15.755	1
9150827	1408.01	3.2434	547	29.4	78.42942	3.40E-03	14.5339756	1.30E-04	31.585327	8.65968	0.02112	2.50E-03	0.438	0.572	1.24	0.096	421	1.24	4036	4.73	0.54	14.688	1
9391208	1409.01	2.7675	708	23.9	66.4952	3.70E-03	16.5606232	1.60E-04	16.331011	7.8717	0.03301	4.40E-03	0.9695	0.182	2.69	0.114	631	1.07	5593	4.55	0.75	15.198	1
9391506	1410.01	4.5924	650	25.5	83.24567	3.90E-03	15.7495451	1.60E-04	26.771679	13.34888	0.02299	1.60E-03	0.0532	0.814	2.33	0.124	717	1.12	5929	4.51	0.93	15.3	1
8950853	1412.01	9.5638	397	40	67.68071	5.20E-03	37.8126602	5.10E-04	14.316082	3.62143	0.02127	3.80E-04	0.9052	0.079	2.52	0.226	580	1.63	5997	4.4	1.09	13.601	1
9006449	1413.01	8.4315	263	32	71.64698	6.10E-03	12.6445999	2.10E-04	7.877141	3.09474	0.01574	3.40E-04	0.7513	0.156	1.43	0.098	695	2.36	5394	4.49	0.83	14.447	1
11125936	1419.01	1.3366	2063	123.4	111.25851	4.60E-04	1.3361075	1.90E-06	2.554476	0.98841	0.0799	3.20E-02	0.9938	0.442	8.31	0.023	1661	1.51	5848	4.46	0.95	15.507	1
11026304	1420.01	3.6123	3123	83.2	296.08475	1.30E-03	13.3515854	7.10E-05	23.413313	11.39861	0.05367	5.70E-03	0.6507	0.623	4.14	0.099	552	1.45	4682	4.6	0.71	15.825	1
11497958	1422.01	1.9967	1456	36.3	68.92066	1.90E-03	5.8416739	3.30E-05	15.410194	6.65414	0.03855	8.00E-03	0.7776	0.767	2.18	0.052	517	1.84	3712	4.74	0.52	15.921	1
11497958	1422.02	2.9625	1575	26.8	66.65061	3.20E-03	19.850214	1.90E-04	34.830524	15.03987	0.04033	8.30E-03	0.7871	0.751	2.28	0.117	345	1.08	3712	4.74	0.52	15.921	1
11497958	1422.03	1.6913	344	10.3	67.74824	5.90E-03	3.6215293	7.10E-05	11.204124	4.83796	0.0182	3.90E-03	0.7552	0.801	1.03	0.038	605	1.56	3712	4.74	0.52	15.921	1
11177707	1423.01	3.6364	4463	35.7	83.59595	2.60E-03	124.419487	1.00E-03	276.986877	21.82196	0.05979	1.20E-03	0.0143	0.032	4.34	0.445	285	0.76	5288	4.67	0.67	15.74	1
11611600	1424.01	1.6339	477	37.2	66.45591	9.30E-04	1.2195847	5.90E-06	4.381407	1.48637	0.0212	2.30E-03	0.6877	0.608	1.47	0.02	1162	1.45	4667	4.69	0.64	15.127	1
11254382	1425.01	2.3993	492	40	66.73171	1.50E-03	2.0538993	1.10E-05	3.429813	0.62727	0.02386	5.60E-04	0.8909	0.169	2.22	0.031	1306	1.24	5639	4.56	0.85	15.269	1
11122894	1426.01	6.0533	960	40.9	104.2824	2.40E-03	38.8730316	2.60E-04	50.438965	6.97421	0.02811	4.50E-04	0.0095	0.326	3.14	0.226	549	1.12	5854	4.42	1.02	14.232	1
11122894	1426.02	4.9265	4374	136	58.04974	1.10E-03	74.9169846	2.00E-04	78.112541	10.80064	0.06839	9.20E-04	0.8303	0.175	7.63	0.349	442	1.55	5854	4.42	1.02	14.232	1
11122894	1426.03	4.3005	4196	99.2	157.67802	1.30E-03	150.0270081	6.90E-04	124.102402	17.15966	0.14745	5.10E-02	1.0487	0.367	16.45	0.555	351	1.14	5854	4.42	1.02	14.232	1
11129738	1427.01	1.8183	531	18.7	66.11301	2.70E-03	2.6130042	2.50E-05	7.698985	3.44762	0.02313	3.40E-03	0.749	0.73	1.28	0.03	732	1.87	4027	4.75	0.51	15.84	1
11401182	1428.01	1.4859	484	56.2	66.90773	5.00E-04	0.927855	3.20E-06	4.711506	1.58798	0.01955	6.80E-04	0.2859	0.449	1.55	0.017	1373	3.18	4757	4.58	0.73	14.631	1
11030711	1429.01	10.8341	2355	40.7	185.742	5.50E-03	205.91716	4.20E-03	90.911575	23.58082	0.0508	1.40E-03	0.8439	0.226	4.8	0.673	280	1.9	5595	4.54	0.87	15.531	1
11176127	1430.01	2.3445	1078	29.5	85.64247	2.40E-03	10.4754267	7.00E-05	25.090855	10.82776	0.03226	7.60E-03	0.7251	0.843	2.17	0.081	548	1.23	4502	4.67	0.62	15.415	1
11176127	1430.02	2.022	1029	16.4	76.85578	4.20E-03	22.9292717	2.50E-04	42.298779	18.25371	0.03722	8.40E-03	0.9152	0.503	2.5	0.137	421	1.06	4502	4.67	0.62	15.415	1
11176127	1430.03	4.8215	1421	18.8	117.21746	6.00E-03	77.4814301	1.70E-03	95.250244	41.1045	0.03674	8.80E-03	0.6877	0.886	2.47	0.308	281	1.21	4502	4.67	0.62	15.415	1
11075279	1431.01	7.4994	5109	164.2	251.30681	1.10E-03	345.1613464	1.60E-03	219.189117	19.098909	0.0772	8.80E-04	0.8785	0.123	8.44	0.983	252	0.86	5649	4.46	1	13.46	2
11014932	1432.01	3.8772	443	25.3	71.40843	4.10E-03	6.8859172	7.70E-05	6.385975	0.34235	0.02281	6.10E-04	0.9108	0.111	2.16	0.07	881	1.12	5675	4.55	0.87	15.017	1
11014932	1432.02	4.871	293	12.3	77.58038	9.50E-03	15.0549526	4.00E-04	10.757358	0.57669	0.0185	9.50E-04	0.9118	0.145	1.75	0.118	679	1.04	5675	4.55	0.87	15.017	1
11014932	1432.03	2.9456	176	13.4	66.83754	6.00E-03	2.9271181	5.60E-05	3.610324	0.19355	0.01402	7.30E-04	0.9041	0.158	1.33	0.04	1165	1.23	5675	4.55	0.87	15.017	1
11288505	1433.01	3.6088	638	15	72.37754	6.00E-03	19.8076172	3.50E-04	38.283794	18.793051	0.02355	7.60E-03	0.4629	0.722	2.03	0.138	588	1.21	5560	4.59	0.79	15.65	1
11493431	1434.01	1.9514	262	18.2	66.20353	3.40E-03	2.3432481	3.00E-05	9.010716	3.97118	0.01411	1.40E-03	0.2611	0.733	1.22	0.032	1041	1.34	4731	4.53	0.8	14.782	1
11037335	1435.01	8.6493	571	42.2	79.56519	4.10E-03	40.7152367	4.30E-04	32.25687	3.9002	0.02228	3.30E-04	0.4908	0.231	2.04	0.227	487	0.86	5744	4.57	0.84	14.201	1
11037335	1435.02	2.4951	351	26.2	66.27757	2.90E-03	10.4463615	7.90E-05	13.024496	1.5748	0.02114	6.20E-04	0.9369	0.119	1.93	0.092	765	1.21	5744	4.57	0.84	14.201	1
11389771	1436.01	2.3819	221	24.1	68.00872	2.80E-03	2.5085671	2.50E-05	6.253389	2.21732	0.01428	9.10E-04	0.6591	0.521	1.34	0.035	1230	1.23	5616	4.53	0.86	14.271	1
11389771	1436.02	4.0457	411	24.9	77.61166	4.40E-03	13.7513485	1.80E-04	19.441442	6.89354	0.01947	1.20E-03	0.6926	0.501	1.83	0.109	697	1.12	5616	4.53	0.86	14.271	1
11389771	1436.03	2.3156	219	16.7	64.64274	4.50E-03	5.4191146	7.40E-05	10.450022	3.70536	0.01525	1.10E-03	0.8316	0.392	1.44	0.059	947	1.15	5616	4.53	0.86	14.271	1
11599038	1437.01	3.0737	330	13.4	66.88263	7.10E-03	7.0177283	1.50E-04	16.991196	6.97452	0.01647	2.50E-03	0.2925	0.559	1.71	0.07	942	1.74	5791	4.45	0.95	15.28	1
11193263	1438.01	5.5678	205	28.9	69.64874	4.20E-03	6.9113016	8.00E-05	9.311016	1.77547	0.01291	2.90E-04	0.2573	0.33	1.34	0.069	915	1.08	5596	4.44	0.95	14.056	1
11027624	1439.01	24.6135	1958	158.4	110.84964	2.50E-03	394.6107178	3.50E-03	92.982025	0.92354	0.04331	1.80E-04	0.7157	0.064	7.8	1.129	316	0.98	5930	4.09	1.65	12.849	2
11032227	1440.01	3.3551	281	15.1	69.05637	6.60E-03	7.1929421	1.30E-04	16.626923	2.71259	0.01498	6.40E-04	0.0294	0.066	1.57	0.074	950	1.09	5970	4.5	0.96	15.451	1
11356260	1441.01	3.0943	282	15.9	67.64592	6.20E-03	8.5069132	1.40E-04	15.749464	6.13565	0.01585	2.10E-03	0.6864	0.744	1.64	0.079	853	1.07	5575	4.45	0.95	15.135	1
11600889	1442.01	1.8222	129	58.2	67.12876	5.50E-04	0.6693163	3.30E-06	1.928483	0.44146	0.01159	2.70E-04	0.8061	0.237	1.36	0.015	2099	1.29	5627	4.41	1.07	12.521	2
11043167	1444.01	7.0584	472	23.7	73.20047	6.10E-03	44.9312782	8.70E-04	24.081432	2.71436	0.02306	5.80E-04	0.8954	0.121	3.18	0.247	609	1.1	6101	4.23	1.27	13.949	1
11336883	1445.01	4.5975	110	28.8	68.6794	4.10E-03	7.1688786	8.90E-05	11.097924	2.75634	0.00961	3.00E-04	0.393	0.373	1.28	0.078	1077	1.3	6182	4.35	1.22	12.32	2
11336883	1445.02	9.5653	93	14.4	75.15906	1.60E-02	54.3443031	2.70E-03	42.826271	10.63656	0.00846	4.50E-04	0.2087	0.411	1.12	0.299	550	1.49	6182	4.35	1.22	12.32	2
11336883	1445.03	6.9994	60	13.2	83.83622	1.50E-02	20.0195961	8.80E-04	22.007858	5.46599	0.00689	4.20E-04	0.0073	0.924	0.91	0.154	767	1.33	6182	4.35	1.22	12.32	2
9705459	1448.01	2.9313	45235	431.5	67.10929	1.00E-04	2.4865873	4.00E-05	8.251752	3.14333	0.18957	4.30E-04	0.0039	0.873	24.25	0.037	1405	1.59	5658	4.34	1.17	15.418	1
7449844	1452.01	2.2433	12653	160.5	66.27692	4.30E-04	1.1522169	2.40E-06	3.02235	0.29387	0.11647	1.70E-03	0.8433	0.16	22.39	0.024	2584	1.45	6834	4.1	1.76	13.63	1
7832356	1456.01	5.2192	6399	404.9	293.5134	3.60E-04	7.886632	1.20E-05	12.381714	0.78024	0.07171	3.90E-04	0.0315	0.206	8.77	0.075	956	2.19	5604	4.3	1.12	15.014	1
9643874	1457.01	3.0613	8640	335.2	293.17078	2.90E-04	8.0276728	9.50E-06	20.969154	6.31675	0.0838	2.50E-03	0.283	0.435	7.77	0.077	786	1.63	5364	4.56	0.85	15.57	1
12120943	1458.01	4.9733	4898	55.2	287.82803	2.40E-03	8.9813452	8.80E-05	14.67028	0.62866	0.06279	7.40E-04	0.0276	0.028	6.64	0.087	847	1.29	5751	4.5	0.97	15.703	1
9761199	1459.01	1.1155	4407	151.1	66.11103	1.60E-04	0.6920069	1.40E-06	2.970958	1.42066	0.06943	4.60E-03	0.8895	0.282	4.17	0.013	1166	3.28	4060	4.72	0.55	15.692	1
11702948	1465.01	1.6348	6373	236	68.58437	2.30E-04	9.7714548	6.60E-06	30.779139	5.23846	0.08337	1.60E-03	0.8484	0.19	7.32	0.087	754	3.24	5619	4.58	0.81	14.245	1
9512981	1466.01	8.8095	21002	209.8	290.99554	8.80E-04	281.5635376	1.20E-03	275.107941	47.54948	0.12677	2.70E-03	0.0115	0.955	11.13	0.779	214	1.37	4768	4.53	0.81	15.962	1
9851226	1468.01	5.9379	1494	87.2	68.83887	1.80E-03	8.4806252	4.50E-05	10.654711	0.08947	0.03423	2.60E-04	0.007	0.017	3.49	0.079	856	2.88	5635	4.46	0.94	15.262	1
9480310	1470.01	4.1593	1809	44.7	296.29251	2.30E-03	15.4340954	1.60E-04	24.470266	9.46929	0.04002	4.90E-03	0.5807	0.831	4.02	0.123	682	1.16	5645	4.52	0.92	15.703	1
7761545	1472.01	7.1533	4883	132.8	94.0049	1.20E-03	85.3517227	3.00E-04	74.720306	18.214149	0.06771	1.50E-03	0.6842	0.298	5.33	0.356	343	3.02	5455	4.64	0.72	15.061	1
7499398	1473.01	3.7264	4646	76.3	290.78452	1.50E-03	23.0202675	1.30E-04	30.353859	7.52325	0.07286	2.10E-03	0.8589	0.218	7.14	0.159	566	1.55	5396	4.53	0.9	15.573	1
12365184	1474.01	3.8269	4640	211.5	129.06345	5.80E-04	69.7329712	1.20E-04	142.905533	58.18523	0.06145	3.50E-03	0.2699	0.713	9.3	0.363	543	11.59	6293	4.27	1.39	13.005	2
4770365	1475.01	1.5076	657	22.7	111.94651	1.80E-03	1.6092983	1.30E-05	7.551093	2.97715	0.02375	2.90E-03	0.4449	0.919	1.24	0.021	862	1.25	4097	4.78	0.48	15.937	1
4770365	1475.02	2.7563	1145	22.6	118.47961	3.70E-03	9.5121937	9.70E-05	24.685347	9.73262	0.03124	3.90E-03	0.4329	0.929	1.63	0.07	472	1.57	4097	4.78	0.48	15.937	1
12406749	1476.01	5.6256	2665	35.7	155.29012	3.60E-03	56.3639107	6.50E-04	74.108696	31.068489	0.04702	1.10E-02	0.3986	0.599	4.19	0.266	408	1.09	5275	4.51	0.82	15.792	1
7811397	1477.01	7.6276	12844	108	161.93214	1.40E-03	339.0780945	1.90E-03	327.200684	81.395828	0.10609	2.70E-03	0.5433	0.348	9.36	0.925	221	0.99	5346	4.58	0.81	15.917	1
12403119	1478.01	8.0205	2997	241	132.48485	6.60E-04	76.1335373	1.80E-04	76.066429	15.90668	0.04905	8.60E-04	0.0166	0.712	5.25	0.342	410	1.28	5493	4.42	0.98	12.45	3
7512982	1480.01	3.9163	1507	35.8	75.31723	3.30E-03	20.3816357	1.80E-04	35.666298	7.15377	0.03579	7.00E-03	0.5181	0.316	2.58	0.133	486	1.29	4948	4.67	0.66	15.887	1
7512982	1480.02	2.5753	253	8.4	70.90718	1.10E-02	7.0043325	2.10E-04	17.498863	3.50983	0.01452	3.10E-03	0.5668	0.968	1.05	0.065	695	1.22	4948	4.67	0.66	15.887	1
9597806	1481.01	2.6206	857	37.9	290.48154	2.20E-03	5.1013699	4.70E-05	9.830193	4.56249	0.02977	3.50E-03	0.7918	0.596	3.01	0.057	999	1.28	5620	4.49	0.93	15.455	1
7898352	1486.01	7.1986	8230	93.5	96.89381	1.70E-03	254.5617828	1.30E-03	187.217026	23.91217	0.09517	1.60E-03	0.848	0.165	8.63	0.77	261	1.41	5688	4.57	0.83	15.505	1
7898352	1486.02	5.2455	930	24.2	79.64081	4.90E-03	30.1840496	4.40E-04	45.185757	5.77132	0.02782	7.50E-04	0.0064	0.786	2.52	0.186	531	1.31	5688	4.57	0.83	15.505	1
9589323	1488.01	1.5564	799	31.4	67.6083	1.70E-03	3.9496334	2.00E-05	19.879047	2.15832	0.02513	6.40E-04	0.02	0.04	2.26	0.046	931	1.12	4984	4.51	0.82	15.623	1
9823487	1489.01	3.9316	833	29	73.48335	3.80E-03	16.0045128	1.60E-04	31.890228	2.68958	0.02558	5.70E-04	0.0246	0.036	2.04	0.117	553	1.16	5014	4.63	0.73	15.554	1
9726659	1491.01	2.2334	573	28.9	289.93387	2.40E-03	3.148679	3.60E-05	8.830651	2.95961	0.02263	2.30E-03	0.6154	0.652	2.05	0.039	1029	1.07	5059	4.5	0.83	15.297	1
11821363	1494.01	2.8994	781	14.8	69.68989	7.10E-03	8.1958981	1.60E-04	17.145126	8.16512	0.02666	1.30E-02	0.652	0.651	1.96	0.071	620	0.98	4559	4.63	0.67	15.858	1
7629518	1495.01	5.0799	850	36.3	70.55773	3.70E-03	15.5948982	1.60E-04	19.496265	5.00843	0.02745	1.10E-03	0.6047	0.463	2.69	0.121	680	1.01	5661	4.51	0.9	15.43	1
9636135	1498.01	4.1964	538	27.7	71.75211	4.10E-03	5.8336854	6.80E-05	6.162034	0.68035	0.02397	6.00E-04	0.8481	0.149	2.88	0.067	1063	1.31	5941	4.43	1.1	15.776	1
7841925	1499.01	4.2542	720	38.9	73.58927	2.50E-03	14.163991	9.40E-05	22.131865	8.05114	0.02506	1.60E-03	0.5426	0.588	2.33	0.106	659	1.27	5264	4.48	0.85	14.48	1
7439316	1501.01	2.2162	460	23.1	67.02699	3.00E-03	2.6170561	2.60E-05	8.627508	3.57126	0.01938	1.80E-03	0.3604	0.696	1.42	0.033	927	1.23	4659	4.63	0.67	15.835	1
12061238	1502.01	2.3778	420	18.5	66.12849	2.40E-03	1.8764018	1.60E-05	2.21122	1.09666	0.02751	1.10E-02	0.9738	0.325	2.13	0.028	1117	1.26	5034	4.64	0.71	15.202	1
12400538	1503.01	10.8801	2469	48.8	71.28932	3.70E-03	150.2413025	1.50E-03	104.261848	42.597141	0.0449	1.50E-03	0.3392	0.482	3.36	0.511	274	1.05	5356	4.66	0.69	14.827	1
9813499	1505.01	3.4395	444	19	70.32971	4.90E-03	5.0325894	7.10E-05	6.178306	1.63831	0.02198	8.50E-04	0.8635	0.217	2.08	0.057	981	1.06	5701	4.54	0.87	15.695	1
12254792	1506.01	7.1836	924	25.9	72.50692	5.50E-03	40.428051	5.90E-04	22.522865	2.23798	0.03282	7.20E-04	0.8904	0.121	2.83	0.222	465	1.02	5582	4.59	0.79	14.982	1
12020218	1507.01	6.1108	651	23.2	68.06491	6.20E-03	21.359127	3.60E-04	15.495528	2.29902	0.02585	7.20E-04	0.8466	0.161	2.58	0.152	637	1.38	5881	4.52	0.92	15.259	1
7690844	1508.01	5.6292	775	20.4	69.47989	6.70E-03	22.0457878	3.90E-04	14.070226	1.36004	0.03092	9.90E-04	0.918	0.122	2.99	0.154	603	1.5	5695	4.54	0.89	15.689	1
11870545	1510.01	1.5219	420	24.4	111.35666	1.40E-03	0.83995	9.20E-06	2.681998	1.11024	0.02063	2.60E-03	0.826	0.525	1.5	0.016	1360	1.24	4772	4.67	0.67	15.929	1
7901948	1511.01	2.3304	363	30.9	66.21978	2.20E-03	2.5788779	1.90E-05	6.21336	2.33563	0.01867	1.20E-03	0.7121	0.501	1.67	0.036	1161	1.26	5520	4.58	0.82	15.106	1
11955499	1512.01	2.2317	748	27.2	70.86723	2.70E-03	9.0417986	7.30E-05	17.878393	7.99539	0.02907	1.10E-02	0.8522	0.875	2.49	0.082	692	1.25	5068	4.6	0.79	14.88	1
7871954	1515.01	1.4687	329	28.9	67.71942	1.40E-03	1.9370342	1.10E-05	9.617184	4.58629	0.01665	2.50E-03	0.3559	0.916	1.01	0.026	839	1.74	4103	4.72	0.56	14.39	1
7871954	1515.02	1.1918	495	20.8	69.27222	2.00E-03	7.0611925	4.00E-05	22.779373	10.86314	0.02502	3.50E-03	0.8932	0.451	1.53	0.061	548	1.27	4103	4.72	0.56	14.39	1
12418724	1516.01	5.0883	737	26.8	72.55823	4.20E-03	20.5534134	2.20E-04	23.780155	7.8588	0.02611	1.30E-03	0.678	0.485	2.87	0.152	692	1.28	6092	4.47	1.01	14.829	1
7456001	1517.01	5.9708	990	50.8	84.80895	2.90E-03	40.0684128	3.00E-04	52.711952	2.1216	0.02832	3.50E-04	0.0192	0.024	2.93	0.22	532	1.07	5815	4.43	0.95	14.683	1
7549209	1518.01	5.512	552	20.3	84.84735	6.20E-03	27.5065479	4.70E-04	38.920872	3.71619	0.02095	6.00E-04	0.0166	0.035	1.94	0.176	539	1.15	5563	4.56	0.85	15.219	1
7663405	1519.01	2.5239	320	15.5	66.82722	5.20E-03	5.1443915	7.70E-05	9.232871	4.43542	0.0188	4.30E-03	0.8305	0.717	1.55	0.055	816	1.08	4994	4.62	0.76	15.369	1
9765975	1520.01	3.2938	544	32.8	71.16378	3.10E-03	18.4584808	1.50E-04	38.783909	16.639839	0.02149	2.60E-03	0.4723	0.825	1.98	0.129	591	1.09	5235	4.51	0.84	14.516	1
9818462	1521.01	3.9625	622	27.4	89.19201	4.20E-03	25.9419918	3.00E-04	45.878059	19.97695	0.02286	5.70E-03	0.4528	0.595	1.8	0.154	474	1.05	4962	4.58	0.72	14.817	1
12266636	1522.01	5.0904	537	25.5	81.92886	5.10E-03	33.3854141	4.40E-04	48.509563	23.26409	0.02137	3.40E-03	0.3255	0.537	2.32	0.198	555	1.2	5609	4.41	1	14.264	1
9850893	1523.01	6.0311	220	17.1	68.80445	8.80E-03	8.4815226	2.20E-04	5.338504	2.31411	0.01607	7.70E-04	0.8905	0.137	1.78	0.079	823	1.67	5207	4.38	1.01	14.673	1
7869917	1525.01	4.3638	218	37.3	66.55347	3.00E-03	7.7146826	6.40E-05	8.176194	0.85513	0.01487	2.60E-04	0.8172	0.147	2.38	0.085	1223	1.54	6680	4.25	1.47	12.082	1
9824805	1526.01	3.0803	185	14.3	66.46603	6.40E-03	4.4444599	8.30E-05	9.014213	4.08316	0.01278	1.40E-03	0.6014	0.764	1.38	0.055	1127	1.12	6011	4.48	0.99	15.216	1
7768451	1527.01	4.7843	1075	16.7	95.87119	5.20E-03	192.6746674	2.70E-03	223.761292	108.20845	0.03246	8.40E-03	0.7328	0.704	4.33	0.635	335	1	5470	4.23	1.22	14.879	1
7691260	1528.01	1.5413	174	14.2	67.0987	3.20E-03	3.9895504	3.90E-05	19.087374	8.58618	0.0119	2.50E-03	0.3053	0.584	0.82	0.044	850	1.3	5087	4.7	0.63	14.083	1
9821454	1529.01	4.1249	278	19.1	80.69818	6.50E-03	17.9801235	3.00E-04	11.327056	2.02326	0.01923	7.60E-04	0.9612	0.101	1.98	0.136	706	1.33	6074	4.51	0.94	14.307	1
9821454	1529.02	5.977	115	12.9	70.74767	1.10E-02	11.8681707	3.60E-04	8.587059	1.53384	0.01065	5.30E-04	0.8393	0.18	1.1	0.103	811	1.08	6074	4.51	0.94	14.307	1
